,NUMBER_OF_PASSENGER,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
4310,6291,2020-07-16 09:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4311,5186,2020-07-16 10:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4312,4850,2020-07-16 11:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4313,5203,2020-07-16 12:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4314,5470,2020-07-16 13:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4315,5826,2020-07-16 14:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4316,5790,2020-07-16 15:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4317,6764,2020-07-16 16:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4318,9646,2020-07-16 17:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4319,12155,2020-07-16 18:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4320,7822,2020-07-16 19:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4321,4896,2020-07-16 20:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4322,3521,2020-07-16 21:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4323,2613,2020-07-16 22:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4324,1447,2020-07-16 23:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4325,55,2020-07-17 00:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4326,309,2020-07-17 05:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4327,2886,2020-07-17 06:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4328,8240,2020-07-17 07:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4329,10041,2020-07-17 08:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4330,6013,2020-07-17 09:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4331,4932,2020-07-17 10:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4332,4778,2020-07-17 11:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4333,5265,2020-07-17 12:00:00,"Istanbul,Turkey",26.3,18.0,22.9,26.3,18.0,22.9,16.5,67.5,0.0,0,0.0,,,0.0,25.9,22.6,59.4,1010.5,21.0,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4334,5125,2020-07-17 13:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4335,6005,2020-07-17 14:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4336,6166,2020-07-17 15:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4337,6828,2020-07-17 16:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4338,9953,2020-07-17 17:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4339,12332,2020-07-17 18:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4340,8351,2020-07-17 19:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4341,5223,2020-07-17 20:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4342,3690,2020-07-17 21:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4343,2951,2020-07-17 22:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4344,1812,2020-07-17 23:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4345,71,2020-07-18 00:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4346,1,2020-07-18 01:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4347,1,2020-07-18 02:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4348,2,2020-07-18 03:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4349,1,2020-07-18 04:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4350,198,2020-07-18 05:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4351,1787,2020-07-18 06:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4352,3858,2020-07-18 07:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4353,4987,2020-07-18 08:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4354,3636,2020-07-18 09:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4355,3550,2020-07-18 10:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4356,4065,2020-07-18 11:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4357,4761,2020-07-18 12:00:00,"Istanbul,Turkey",27.5,21.0,24.3,29.1,21.0,24.7,18.7,71.4,0.0,0,0.0,,,0.0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4358,5778,2020-07-18 13:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4359,6284,2020-07-18 14:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4360,6130,2020-07-18 15:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4361,6434,2020-07-18 16:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4362,7310,2020-07-18 17:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4363,7151,2020-07-18 18:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4364,6507,2020-07-18 19:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4365,5216,2020-07-18 20:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4366,4027,2020-07-18 21:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4367,3284,2020-07-18 22:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4368,2210,2020-07-18 23:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4369,87,2020-07-19 00:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4370,108,2020-07-19 05:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4371,881,2020-07-19 06:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4372,1584,2020-07-19 07:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4373,2134,2020-07-19 08:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4374,2340,2020-07-19 09:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4375,2668,2020-07-19 10:00:00,"Istanbul,Turkey",27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0.0,0,0.0,,,0.0,20.5,22.0,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
