,NUMBER_OF_PASSENGER,datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
4247,4661,2020-07-13 11:00:00,"Istanbul,Turkey",23.4,20.6,21.8,23.4,20.6,21.8,18.1,79.9,0.0,0,0.0,,,0.0,25.9,22.7,63.5,1012.2,61.3,12.6,42.8,3.6,1,,2020-07-13T05:43:21,2020-07-13T20:36:01,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4248,4947,2020-07-13 12:00:00,"Istanbul,Turkey",23.4,20.6,21.8,23.4,20.6,21.8,18.1,79.9,0.0,0,0.0,,,0.0,25.9,22.7,63.5,1012.2,61.3,12.6,42.8,3.6,1,,2020-07-13T05:43:21,2020-07-13T20:36:01,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4249,5046,2020-07-13 13:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4250,5384,2020-07-13 14:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4251,5602,2020-07-13 15:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4252,6585,2020-07-13 16:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4253,9246,2020-07-13 17:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4254,11929,2020-07-13 18:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4255,7510,2020-07-13 19:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4256,4201,2020-07-13 20:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4257,2732,2020-07-13 21:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4258,2027,2020-07-13 22:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4259,1048,2020-07-13 23:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4260,38,2020-07-14 00:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4261,3,2020-07-14 01:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4262,1,2020-07-14 02:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4263,276,2020-07-14 05:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4264,2839,2020-07-14 06:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4265,8481,2020-07-14 07:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4266,10406,2020-07-14 08:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4267,6417,2020-07-14 09:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4268,5143,2020-07-14 10:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4269,4870,2020-07-14 11:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4270,5301,2020-07-14 12:00:00,"Istanbul,Turkey",25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0.0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4271,5443,2020-07-14 13:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4272,5823,2020-07-14 14:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4273,5872,2020-07-14 15:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4274,6884,2020-07-14 16:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4275,9650,2020-07-14 17:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4276,12393,2020-07-14 18:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4277,8059,2020-07-14 19:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4278,4891,2020-07-14 20:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4279,3519,2020-07-14 21:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4280,2600,2020-07-14 22:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4281,1499,2020-07-14 23:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4282,53,2020-07-15 00:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4283,1,2020-07-15 04:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4284,161,2020-07-15 05:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4285,1740,2020-07-15 06:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4286,3748,2020-07-15 07:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4287,4500,2020-07-15 08:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4288,3582,2020-07-15 09:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4289,3406,2020-07-15 10:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4290,3706,2020-07-15 11:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4291,4527,2020-07-15 12:00:00,"Istanbul,Turkey",23.6,19.4,21.4,23.6,19.4,21.4,14.0,62.8,0.0,0,0.0,,,0.0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4292,5245,2020-07-15 13:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4293,6024,2020-07-15 14:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4294,6025,2020-07-15 15:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4295,6239,2020-07-15 16:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4296,7097,2020-07-15 17:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4297,8385,2020-07-15 18:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4298,6883,2020-07-15 19:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4299,5321,2020-07-15 20:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4300,3968,2020-07-15 21:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4301,3233,2020-07-15 22:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4302,1780,2020-07-15 23:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4303,54,2020-07-16 00:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4304,3,2020-07-16 01:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4305,1,2020-07-16 02:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4306,311,2020-07-16 05:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4307,2960,2020-07-16 06:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4308,8585,2020-07-16 07:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
4309,10267,2020-07-16 08:00:00,"Istanbul,Turkey",25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0.0,0,0.0,,,0.0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
