fusedyear,fusedmonth,fusedday,fusedhour,toplam_yolcu
2021,4,24,6,1005
2021,4,24,7,2089
2021,4,24,8,2141
2021,4,24,9,1079
2021,4,24,10,585
2021,4,24,11,659
2021,4,24,12,1177
2021,4,24,13,1131
2021,4,24,14,1116
2021,4,24,15,1056
2021,4,24,16,1279
2021,4,24,17,1741
2021,4,24,18,1409
2021,4,24,19,676
2021,4,24,20,363
2021,4,24,21,347
2021,4,24,22,264
2021,4,24,23,159
2021,4,25,0,9
2021,4,25,4,1
2021,4,25,5,72
2021,4,25,6,594
2021,4,25,7,941
2021,4,25,8,915
2021,4,25,9,635
2021,4,25,10,403
2021,4,25,11,377
2021,4,25,12,459
2021,4,25,13,599
2021,4,25,14,617
2021,4,25,15,623
2021,4,25,16,701
2021,4,25,17,1013
2021,4,25,18,907
2021,4,25,19,474
2021,4,25,20,316
2021,4,25,21,382
2021,4,25,22,277
2021,4,25,23,188
2021,4,26,0,6
2021,4,26,1,1
2021,4,26,2,4
2021,4,26,4,1
2021,4,26,5,376
2021,4,26,6,3404
2021,4,26,7,9925
2021,4,26,8,11838
2021,4,26,9,7825
2021,4,26,10,5088
2021,4,26,11,5236
2021,4,26,12,5669
2021,4,26,13,5783
2021,4,26,14,6126
2021,4,26,15,6596
2021,4,26,16,9364
2021,4,26,17,14507
2021,4,26,18,13331
2021,4,26,19,4208
2021,4,26,20,961
2021,4,26,21,649
2021,4,26,22,416
2021,4,26,23,199
2021,4,27,0,16
2021,4,27,1,2
2021,4,27,2,1
2021,4,27,4,1
2021,4,27,5,313
2021,4,27,6,3144
2021,4,27,7,9324
2021,4,27,8,11669
2021,4,27,9,8056
2021,4,27,10,5694
2021,4,27,11,5843
2021,4,27,12,6414
2021,4,27,13,6508
2021,4,27,14,6973
2021,4,27,15,7427
2021,4,27,16,9993
2021,4,27,17,14899
2021,4,27,18,14102
2021,4,27,19,4858
2021,4,27,20,989
2021,4,27,21,669
2021,4,27,22,388
2021,4,27,23,240
2021,4,28,0,18
2021,4,28,4,1
2021,4,28,5,332
2021,4,28,6,3101
2021,4,28,7,9099
2021,4,28,8,11536
2021,4,28,9,8018
2021,4,28,10,5815
2021,4,28,11,5830
2021,4,28,12,6500
2021,4,28,13,6954
2021,4,28,14,7585
2021,4,28,15,8215
2021,4,28,16,10705
2021,4,28,17,15818
2021,4,28,18,14597
2021,4,28,19,4811
2021,4,28,20,986
2021,4,28,21,685
2021,4,28,22,431
2021,4,28,23,236
2021,4,29,0,18
2021,4,29,3,2
2021,4,29,4,1
2021,4,29,5,338
2021,4,29,6,3091
2021,4,29,7,8922
2021,4,29,8,11510
2021,4,29,9,8085
2021,4,29,10,5795
2021,4,29,11,6052
2021,4,29,12,6930
2021,4,29,13,7222
2021,4,29,14,7810
2021,4,29,15,8379
2021,4,29,16,10606
2021,4,29,17,14209
2021,4,29,18,13497
2021,4,29,19,4432
2021,4,29,20,1016
2021,4,29,21,178
2021,4,29,22,5
2021,4,29,23,3
2021,4,30,0,2
2021,4,30,4,1
2021,4,30,5,202
2021,4,30,6,1760
2021,4,30,7,3942
2021,4,30,8,3800
2021,4,30,9,2274
2021,4,30,10,1213
2021,4,30,11,1070
2021,4,30,12,989
2021,4,30,13,1045
2021,4,30,14,1219
2021,4,30,15,1450
2021,4,30,16,2603
2021,4,30,17,3916
2021,4,30,18,3372
2021,4,30,19,1253
2021,4,30,20,562
2021,4,30,21,88
2021,4,30,23,2
2021,5,1,4,3
2021,5,1,5,107
2021,5,1,6,855
2021,5,1,7,1466
2021,5,1,8,1311
2021,5,1,9,809
2021,5,1,10,533
2021,5,1,11,470
2021,5,1,12,556
2021,5,1,13,672
2021,5,1,14,747
2021,5,1,15,763
2021,5,1,16,1014
2021,5,1,17,1327
2021,5,1,18,1125
2021,5,1,19,627
2021,5,1,20,408
2021,5,1,21,75
2021,5,1,22,2
2021,5,1,23,1
2021,5,2,1,1
2021,5,2,2,1
2021,5,2,3,2
2021,5,2,4,1
2021,5,2,5,70
2021,5,2,6,630
2021,5,2,7,926
2021,5,2,8,970
2021,5,2,9,550
2021,5,2,10,332
2021,5,2,11,279
2021,5,2,12,438
2021,5,2,13,895
2021,5,2,14,404
2021,5,2,15,449
2021,5,2,16,527
2021,5,2,17,654
2021,5,2,18,703
2021,5,2,19,418
2021,5,2,20,359
2021,5,2,21,67
2021,5,2,22,1
2021,5,2,23,1
2021,5,3,0,1
2021,5,3,1,2
2021,5,3,3,2
2021,5,3,4,1
2021,5,3,5,240
2021,5,3,6,1863
2021,5,3,7,4279
2021,5,3,8,4006
2021,5,3,9,2290
2021,5,3,10,1458
2021,5,3,11,1192
2021,5,3,12,1187
2021,5,3,13,1295
2021,5,3,14,1432
2021,5,3,15,1539
2021,5,3,16,2590
2021,5,3,17,4048
2021,5,3,18,3642
2021,5,3,19,1245
2021,5,3,20,517
2021,5,3,21,100
2021,5,3,22,2
2021,5,3,23,5
2021,5,4,0,1
2021,5,4,4,1
2021,5,4,5,187
2021,5,4,6,1699
2021,5,4,7,4165
2021,5,4,8,4079
2021,5,4,9,2387
2021,5,4,10,1452
2021,5,4,11,1193
2021,5,4,12,1175
2021,5,4,13,1312
2021,5,4,14,1352
2021,5,4,15,1552
2021,5,4,16,2813
2021,5,4,17,3981
2021,5,4,18,3509
2021,5,4,19,1162
2021,5,4,20,532
2021,5,4,21,97
2021,5,4,22,1
2021,5,4,23,5
2021,5,5,0,1
2021,5,5,1,1
2021,5,5,4,1
2021,5,5,5,194
2021,5,5,6,1797
2021,5,5,7,4106
2021,5,5,8,3967
2021,5,5,9,2394
2021,5,5,10,1423
2021,5,5,11,1210
2021,5,5,12,1143
2021,5,5,13,1263
2021,5,5,14,1440
2021,5,5,15,1613
2021,5,5,16,2760
2021,5,5,17,3981
2021,5,5,18,3609
2021,5,5,19,1272
2021,5,5,20,536
2021,5,5,21,89
2021,5,5,22,3
2021,5,5,23,1
2021,5,6,1,1
2021,5,6,4,1
2021,5,6,5,183
2021,5,6,6,1611
2021,5,6,7,4068
2021,5,6,8,3939
2021,5,6,9,2308
2021,5,6,10,1474
2021,5,6,11,1231
2021,5,6,12,1198
2021,5,6,13,1224
2021,5,6,14,1429
2021,5,6,15,1560
2021,5,6,16,2626
2021,5,6,17,3961
2021,5,6,18,3386
2021,5,6,19,1233
2021,5,6,20,536
2021,5,6,21,96
2021,5,6,22,3
2021,5,6,23,3
2021,5,7,4,1
2021,5,7,5,194
2021,5,7,6,1762
2021,5,7,7,4147
2021,5,7,8,3874
2021,5,7,9,2339
2021,5,7,10,1584
2021,5,7,11,1339
2021,5,7,12,1277
2021,5,7,13,1261
2021,5,7,14,1568
2021,5,7,15,1721
2021,5,7,16,2737
2021,5,7,17,4134
2021,5,7,18,3555
2021,5,7,19,1397
2021,5,7,20,497
2021,5,7,21,106
2021,5,7,23,2
2021,5,8,0,2
2021,5,8,1,1
2021,5,8,2,2
2021,5,8,3,1
2021,5,8,4,1
2021,5,8,5,121
2021,5,8,6,1014
2021,5,8,7,2024
2021,5,8,8,1665
2021,5,8,9,836
2021,5,8,10,574
2021,5,8,11,543
2021,5,8,12,682
2021,5,8,13,869
2021,5,8,14,984
2021,5,8,15,919
2021,5,8,16,1173
2021,5,8,17,1710
2021,5,8,18,1347
2021,5,8,19,593
2021,5,8,20,327
2021,5,8,21,70
2021,5,8,22,2
2021,5,9,0,1
2021,5,9,2,1
2021,5,9,4,2
2021,5,9,5,81
2021,5,9,6,552
2021,5,9,7,850
2021,5,9,8,632
2021,5,9,9,411
2021,5,9,10,299
2021,5,9,11,311
2021,5,9,12,293
2021,5,9,13,398
2021,5,9,14,393
2021,5,9,15,450
2021,5,9,16,570
2021,5,9,17,681
2021,5,9,18,712
2021,5,9,19,469
2021,5,9,20,356
2021,5,9,21,67
2021,5,10,4,1
2021,5,10,5,177
2021,5,10,6,1664
2021,5,10,7,3444
2021,5,10,8,3248
2021,5,10,9,1793
2021,5,10,10,1105
2021,5,10,11,1003
2021,5,10,12,993
2021,5,10,13,1129
2021,5,10,14,1147
2021,5,10,15,1264
2021,5,10,16,1905
2021,5,10,17,3526
2021,5,10,18,3117
2021,5,10,19,1185
2021,5,10,20,525
2021,5,10,21,105
2021,5,10,22,2
2021,5,11,1,1
2021,5,11,4,1
2021,5,11,5,160
2021,5,11,6,1525
2021,5,11,7,3242
2021,5,11,8,3131
2021,5,11,9,1749
2021,5,11,10,1072
2021,5,11,11,934
2021,5,11,12,1033
2021,5,11,13,1083
2021,5,11,14,1157
2021,5,11,15,1326
2021,5,11,16,2015
2021,5,11,17,3465
2021,5,11,18,3081
2021,5,11,19,1193
2021,5,11,20,482
2021,5,11,21,106
2021,5,12,4,1
2021,5,12,5,134
2021,5,12,6,1045
2021,5,12,7,2238
2021,5,12,8,2000
2021,5,12,9,1248
2021,5,12,10,869
2021,5,12,11,760
2021,5,12,12,1205
2021,5,12,13,1729
2021,5,12,14,1339
2021,5,12,15,1279
2021,5,12,16,1251
2021,5,12,17,1589
2021,5,12,18,1333
2021,5,12,19,784
2021,5,12,20,354
2021,5,12,21,60
2021,5,13,4,1
2021,5,13,5,57
2021,5,13,6,444
2021,5,13,7,750
2021,5,13,8,655
2021,5,13,9,410
2021,5,13,10,359
2021,5,13,11,401
2021,5,13,12,400
2021,5,13,13,530
2021,5,13,14,556
2021,5,13,15,581
2021,5,13,16,591
2021,5,13,17,767
2021,5,13,18,712
2021,5,13,19,553
2021,5,13,20,447
2021,5,13,21,73
2021,5,13,22,1
2021,5,13,23,4
2021,5,14,0,1
2021,5,14,4,2
2021,5,14,5,74
2021,5,14,6,565
2021,5,14,7,854
2021,5,14,8,780
2021,5,14,9,590
2021,5,14,10,460
2021,5,14,11,477
2021,5,14,12,524
2021,5,14,13,612
2021,5,14,14,729
2021,5,14,15,741
2021,5,14,16,852
2021,5,14,17,1087
2021,5,14,18,840
2021,5,14,19,650
2021,5,14,20,505
2021,5,14,21,71
2021,5,14,22,1
2021,5,14,23,1
2021,5,15,0,1
2021,5,15,4,1
2021,5,15,5,76
2021,5,15,6,622
2021,5,15,7,901
2021,5,15,8,879
2021,5,15,9,530
2021,5,15,10,506
2021,5,15,11,450
2021,5,15,12,530
2021,5,15,13,613
2021,5,15,14,686
2021,5,15,15,720
2021,5,15,16,839
2021,5,15,17,1123
2021,5,15,18,931
2021,5,15,19,714
2021,5,15,20,447
2021,5,15,21,61
2021,5,16,4,1
2021,5,16,5,68
2021,5,16,6,511
2021,5,16,7,768
2021,5,16,8,666
2021,5,16,9,443
2021,5,16,10,357
2021,5,16,11,377
2021,5,16,12,428
2021,5,16,13,461
2021,5,16,14,570
2021,5,16,15,561
2021,5,16,16,675
2021,5,16,17,784
2021,5,16,18,789
2021,5,16,19,613
2021,5,16,20,448
2021,5,16,21,55
2021,5,17,1,4
2021,5,17,2,1
2021,5,17,4,1
2021,5,17,5,436
2021,5,17,6,3705
2021,5,17,7,9895
2021,5,17,8,10857
2021,5,17,9,6938
2021,5,17,10,5422
2021,5,17,11,5553
2021,5,17,12,6004
2021,5,17,13,6133
2021,5,17,14,6581
2021,5,17,15,6822
2021,5,17,16,8593
2021,5,17,17,10481
2021,5,17,18,12526
2021,5,17,19,8383
2021,5,17,20,6103
2021,5,17,21,1340
2021,5,17,22,373
2021,5,17,23,184
2021,5,18,0,21
2021,5,18,4,1
2021,5,18,5,373
2021,5,18,6,3159
2021,5,18,7,9085
2021,5,18,8,11365
2021,5,18,9,7661
2021,5,18,10,5745
2021,5,18,11,5877
2021,5,18,12,6192
2021,5,18,13,6561
2021,5,18,14,6916
2021,5,18,15,7148
2021,5,18,16,9785
2021,5,18,17,11359
2021,5,18,18,13456
2021,5,18,19,8545
2021,5,18,20,4949
2021,5,18,21,908
2021,5,18,22,366
2021,5,18,23,167
2021,5,19,0,10
2021,5,19,4,1
2021,5,19,5,250
2021,5,19,6,1966
2021,5,19,7,4696
2021,5,19,8,5840
2021,5,19,9,4522
2021,5,19,10,4288
2021,5,19,11,5015
2021,5,19,12,6029
2021,5,19,13,7046
2021,5,19,14,7690
2021,5,19,15,7340
2021,5,19,16,7738
2021,5,19,17,8879
2021,5,19,18,9974
2021,5,19,19,8831
2021,5,19,20,8166
2021,5,19,21,2236
2021,5,19,22,572
2021,5,19,23,244
2021,5,20,0,17
2021,5,20,3,6
2021,5,20,4,1
2021,5,20,5,407
2021,5,20,6,3312
2021,5,20,7,9546
2021,5,20,8,11804
2021,5,20,9,7933
2021,5,20,10,5656
2021,5,20,11,5804
2021,5,20,12,6357
2021,5,20,13,6597
2021,5,20,14,7201
2021,5,20,15,7264
2021,5,20,16,9073
2021,5,20,17,11225
2021,5,20,18,14056
2021,5,20,19,9426
2021,5,20,20,5831
2021,5,20,21,1473
2021,5,20,22,452
2021,5,20,23,212
2021,5,21,0,15
2021,5,21,1,4
2021,5,21,2,4
2021,5,21,3,3
2021,5,21,4,1
2021,5,21,5,378
2021,5,21,6,3204
2021,5,21,7,9201
2021,5,21,8,11592
2021,5,21,9,7812
2021,5,21,10,5584
2021,5,21,11,5435
2021,5,21,12,5634
2021,5,21,13,5417
2021,5,21,14,6045
2021,5,21,15,6601
2021,5,21,16,8735
2021,5,21,17,10742
2021,5,21,18,12985
2021,5,21,19,8512
2021,5,21,20,5579
2021,5,21,21,1203
2021,5,21,22,358
2021,5,21,23,172
2021,5,22,0,17
2021,5,22,1,1
2021,5,22,3,1
2021,5,22,4,1
2021,5,22,5,128
2021,5,22,6,1267
2021,5,22,7,2452
2021,5,22,8,2263
2021,5,22,9,1380
2021,5,22,10,844
2021,5,22,11,773
2021,5,22,12,1032
2021,5,22,13,1334
2021,5,22,14,1446
2021,5,22,15,1284
2021,5,22,16,1476
2021,5,22,17,2061
2021,5,22,18,1925
2021,5,22,19,1298
2021,5,22,20,787
2021,5,22,21,442
2021,5,22,22,245
2021,5,22,23,164
2021,5,23,0,13
2021,5,23,4,1
2021,5,23,5,88
2021,5,23,6,661
2021,5,23,7,997
2021,5,23,8,946
2021,5,23,9,646
2021,5,23,10,504
2021,5,23,11,562
2021,5,23,12,590
2021,5,23,13,740
2021,5,23,14,757
2021,5,23,15,737
2021,5,23,16,852
2021,5,23,17,1187
2021,5,23,18,1059
2021,5,23,19,835
2021,5,23,20,675
2021,5,23,21,435
2021,5,23,22,234
2021,5,23,23,141
2021,5,24,0,10
2021,5,24,4,2
2021,5,24,5,441
2021,5,24,6,3866
2021,5,24,7,10471
2021,5,24,8,13026
2021,5,24,9,8904
2021,5,24,10,6665
2021,5,24,11,6698
2021,5,24,12,7163
2021,5,24,13,7410
2021,5,24,14,7969
2021,5,24,15,7972
2021,5,24,16,10037
2021,5,24,17,11882
2021,5,24,18,14568
2021,5,24,19,10292
2021,5,24,20,7102
2021,5,24,21,1821
2021,5,24,22,516
2021,5,24,23,210
2021,5,25,0,13
2021,5,25,1,2
2021,5,25,4,1
2021,5,25,5,390
2021,5,25,6,3390
2021,5,25,7,10016
2021,5,25,8,12826
2021,5,25,9,9077
2021,5,25,10,6703
2021,5,25,11,6501
2021,5,25,12,7110
2021,5,25,13,7022
2021,5,25,14,7576
2021,5,25,15,7749
2021,5,25,16,9865
2021,5,25,17,11681
2021,5,25,18,14507
2021,5,25,19,9700
2021,5,25,20,6791
2021,5,25,21,1740
2021,5,25,22,568
2021,5,25,23,206
2021,5,26,0,19
2021,5,26,1,1
2021,5,26,2,4
2021,5,26,3,1
2021,5,26,4,1
2021,5,26,5,400
2021,5,26,6,3458
2021,5,26,7,9629
2021,5,26,8,12378
2021,5,26,9,8381
2021,5,26,10,6041
2021,5,26,11,5891
2021,5,26,12,6189
2021,5,26,13,6462
2021,5,26,14,6822
2021,5,26,15,7202
2021,5,26,16,9450
2021,5,26,17,11644
2021,5,26,18,14764
2021,5,26,19,9478
2021,5,26,20,6394
2021,5,26,21,1737
2021,5,26,22,487
2021,5,26,23,236
2021,5,27,0,19
2021,5,27,1,1
2021,5,27,4,1
2021,5,27,5,373
2021,5,27,6,3277
2021,5,27,7,9650
2021,5,27,8,12462
2021,5,27,9,8482
2021,5,27,10,5966
2021,5,27,11,5901
2021,5,27,12,6314
2021,5,27,13,6555
2021,5,27,14,6947
2021,5,27,15,8007
2021,5,27,16,9882
2021,5,27,17,10997
2021,5,27,18,13063
2021,5,27,19,8792
2021,5,27,20,6166
2021,5,27,21,1582
2021,5,27,22,496
2021,5,27,23,215
2021,5,28,0,7
2021,5,28,4,1
2021,5,28,5,378
2021,5,28,6,3355
2021,5,28,7,9439
2021,5,28,8,12081
2021,5,28,9,8446
2021,5,28,10,6261
2021,5,28,11,6024
2021,5,28,12,6779
2021,5,28,13,7043
2021,5,28,14,7853
2021,5,28,15,8397
2021,5,28,16,10850
2021,5,28,17,12959
2021,5,28,18,15554
2021,5,28,19,11114
2021,5,28,20,8053
2021,5,28,21,2384
2021,5,28,22,684
2021,5,28,23,259
2021,5,29,0,18
2021,5,29,2,1
2021,5,29,4,1
2021,5,29,5,127
2021,5,29,6,1251
2021,5,29,7,2418
2021,5,29,8,2293
2021,5,29,9,1362
2021,5,29,10,889
2021,5,29,11,902
2021,5,29,12,1108
2021,5,29,13,1482
2021,5,29,14,1486
2021,5,29,15,1427
2021,5,29,16,1566
2021,5,29,17,2015
2021,5,29,18,1961
2021,5,29,19,1335
2021,5,29,20,840
2021,5,29,21,550
2021,5,29,22,288
2021,5,29,23,188
2021,5,30,0,17
2021,5,30,4,1
2021,5,30,5,80
2021,5,30,6,656
2021,5,30,7,1112
2021,5,30,8,1401
2021,5,30,9,783
2021,5,30,10,499
2021,5,30,11,837
2021,5,30,12,950
2021,5,30,13,810
2021,5,30,14,815
2021,5,30,15,811
2021,5,30,16,932
2021,5,30,17,1216
2021,5,30,18,1144
2021,5,30,19,831
2021,5,30,20,685
2021,5,30,21,419
2021,5,30,22,278
2021,5,30,23,170
2021,5,31,0,11
2021,5,31,4,1
2021,5,31,5,437
2021,5,31,6,3648
2021,5,31,7,10634
2021,5,31,8,13169
2021,5,31,9,9038
2021,5,31,10,6321
2021,5,31,11,5903
2021,5,31,12,6296
2021,5,31,13,6431
2021,5,31,14,6863
2021,5,31,15,7007
2021,5,31,16,9171
2021,5,31,17,11178
2021,5,31,18,13991
2021,5,31,19,9038
2021,5,31,20,5435
2021,5,31,21,1546
2021,5,31,22,524
2021,5,31,23,239
2021,6,1,0,16
2021,6,1,1,1
2021,6,1,2,4
2021,6,1,4,1
2021,6,1,5,417
2021,6,1,6,3361
2021,6,1,7,10253
2021,6,1,8,13332
2021,6,1,9,9336
2021,6,1,10,6408
2021,6,1,11,5919
2021,6,1,12,6550
2021,6,1,13,6904
2021,6,1,14,7305
2021,6,1,15,7343
2021,6,1,16,9439
2021,6,1,17,11341
2021,6,1,18,14496
2021,6,1,19,8952
2021,6,1,20,5936
2021,6,1,21,4710
2021,6,1,22,1257
2021,6,1,23,323
2021,6,2,0,13
2021,6,2,2,1
2021,6,2,3,1
2021,6,2,4,1
2021,6,2,5,403
2021,6,2,6,3355
2021,6,2,7,10152
2021,6,2,8,12805
2021,6,2,9,8269
2021,6,2,10,5762
2021,6,2,11,5724
2021,6,2,12,6025
2021,6,2,13,6210
2021,6,2,14,6581
2021,6,2,15,7364
2021,6,2,16,9535
2021,6,2,17,11549
2021,6,2,18,14108
2021,6,2,19,8897
2021,6,2,20,5658
2021,6,2,21,4657
2021,6,2,22,1083
2021,6,2,23,312
2021,6,3,0,26
2021,6,3,1,1
2021,6,3,3,2
2021,6,3,4,1
2021,6,3,5,370
2021,6,3,6,3423
2021,6,3,7,10049
2021,6,3,8,13151
2021,6,3,9,8979
2021,6,3,10,6324
2021,6,3,11,5998
2021,6,3,12,6545
2021,6,3,13,6651
2021,6,3,14,6982
2021,6,3,15,7497
2021,6,3,16,9513
2021,6,3,17,11237
2021,6,3,18,14511
2021,6,3,19,9279
2021,6,3,20,5621
2021,6,3,21,4395
2021,6,3,22,1026
2021,6,3,23,315
2021,6,4,0,19
2021,6,4,2,1
2021,6,4,3,1
2021,6,4,4,1
2021,6,4,5,413
2021,6,4,6,3434
2021,6,4,7,10066
2021,6,4,8,12634
2021,6,4,9,8347
2021,6,4,10,6287
2021,6,4,11,6465
2021,6,4,12,6764
2021,6,4,13,7134
2021,6,4,14,8112
2021,6,4,15,8142
2021,6,4,16,10484
2021,6,4,17,13189
2021,6,4,18,16128
2021,6,4,19,11187
2021,6,4,20,7209
2021,6,4,21,6389
2021,6,4,22,1722
2021,6,4,23,450
2021,6,5,0,59
2021,6,5,1,1
2021,6,5,2,1
2021,6,5,4,2
2021,6,5,5,271
2021,6,5,6,2092
2021,6,5,7,4743
2021,6,5,8,5846
2021,6,5,9,5339
2021,6,5,10,4932
2021,6,5,11,5842
2021,6,5,12,7299
2021,6,5,13,8932
2021,6,5,14,9838
2021,6,5,15,9849
2021,6,5,16,9891
2021,6,5,17,10832
2021,6,5,18,10466
2021,6,5,19,9116
2021,6,5,20,8759
2021,6,5,21,9006
2021,6,5,22,2735
2021,6,5,23,606
2021,6,6,0,30
2021,6,6,2,2
2021,6,6,3,1
2021,6,6,4,3
2021,6,6,5,98
2021,6,6,6,735
2021,6,6,7,1159
2021,6,6,8,1082
2021,6,6,9,779
2021,6,6,10,569
2021,6,6,11,549
2021,6,6,12,786
2021,6,6,13,914
2021,6,6,14,939
2021,6,6,15,925
2021,6,6,16,1026
2021,6,6,17,1207
2021,6,6,18,1166
2021,6,6,19,911
2021,6,6,20,711
2021,6,6,21,558
2021,6,6,22,329
2021,6,6,23,194
2021,6,7,0,13
2021,6,7,4,1
2021,6,7,5,518
2021,6,7,6,4186
2021,6,7,7,11851
2021,6,7,8,14605
2021,6,7,9,9987
2021,6,7,10,6949
2021,6,7,11,6585
2021,6,7,12,7345
2021,6,7,13,7525
2021,6,7,14,8215
2021,6,7,15,8219
2021,6,7,16,10214
2021,6,7,17,12789
2021,6,7,18,15828
2021,6,7,19,10022
2021,6,7,20,6484
2021,6,7,21,5221
2021,6,7,22,1260
2021,6,7,23,317
2021,6,8,0,26
2021,6,8,1,2
2021,6,8,2,8
2021,6,8,3,2
2021,6,8,4,5
2021,6,8,5,442
2021,6,8,6,3587
2021,6,8,7,10841
2021,6,8,8,14053
2021,6,8,9,9647
2021,6,8,10,6861
2021,6,8,11,6480
2021,6,8,12,6996
2021,6,8,13,7338
2021,6,8,14,8068
2021,6,8,15,8222
2021,6,8,16,10200
2021,6,8,17,12361
2021,6,8,18,15742
2021,6,8,19,9914
2021,6,8,20,6358
2021,6,8,21,5668
2021,6,8,22,1401
2021,6,8,23,416
2021,6,9,0,37
2021,6,9,1,9
2021,6,9,2,11
2021,6,9,3,3
2021,6,9,4,5
2021,6,9,5,433
2021,6,9,6,3643
2021,6,9,7,10675
2021,6,9,8,13374
2021,6,9,9,9086
2021,6,9,10,6636
2021,6,9,11,6582
2021,6,9,12,7271
2021,6,9,13,7058
2021,6,9,14,8051
2021,6,9,15,8229
2021,6,9,16,9985
2021,6,9,17,12810
2021,6,9,18,16009
2021,6,9,19,10278
2021,6,9,20,6939
2021,6,9,21,6077
2021,6,9,22,1646
2021,6,9,23,429
2021,6,10,0,18
2021,6,10,1,1
2021,6,10,2,5
2021,6,10,4,1
2021,6,10,5,436
2021,6,10,6,3628
2021,6,10,7,10832
2021,6,10,8,13521
2021,6,10,9,9357
2021,6,10,10,6646
2021,6,10,11,6598
2021,6,10,12,7065
2021,6,10,13,7407
2021,6,10,14,7790
2021,6,10,15,8169
2021,6,10,16,10185
2021,6,10,17,12901
2021,6,10,18,15786
2021,6,10,19,10033
2021,6,10,20,6953
2021,6,10,21,5999
2021,6,10,22,1796
2021,6,10,23,439
2021,6,11,0,21
2021,6,11,1,3
2021,6,11,2,9
2021,6,11,4,1
2021,6,11,5,465
2021,6,11,6,3575
2021,6,11,7,10547
2021,6,11,8,13136
2021,6,11,9,9158
2021,6,11,10,6614
2021,6,11,11,6587
2021,6,11,12,7325
2021,6,11,13,7457
2021,6,11,14,8551
2021,6,11,15,8662
2021,6,11,16,10943
2021,6,11,17,13870
2021,6,11,18,16706
2021,6,11,19,11352
2021,6,11,20,7741
2021,6,11,21,6919
2021,6,11,22,1873
2021,6,11,23,466
2021,6,12,0,22
2021,6,12,1,2
2021,6,12,2,1
2021,6,12,4,1
2021,6,12,5,294
2021,6,12,6,2180
2021,6,12,7,5035
2021,6,12,8,6268
2021,6,12,9,5755
2021,6,12,10,5483
2021,6,12,11,6233
2021,6,12,12,7779
2021,6,12,13,9111
2021,6,12,14,10451
2021,6,12,15,10255
2021,6,12,16,10163
2021,6,12,17,11121
2021,6,12,18,10583
2021,6,12,19,9354
2021,6,12,20,8944
2021,6,12,21,9063
2021,6,12,22,3055
2021,6,12,23,714
2021,6,13,0,30
2021,6,13,2,1
2021,6,13,4,1
2021,6,13,5,85
2021,6,13,6,711
2021,6,13,7,1246
2021,6,13,8,1289
2021,6,13,9,904
2021,6,13,10,601
2021,6,13,11,813
2021,6,13,12,944
2021,6,13,13,959
2021,6,13,14,916
2021,6,13,15,989
2021,6,13,16,987
2021,6,13,17,1316
2021,6,13,18,1272
2021,6,13,19,990
2021,6,13,20,829
2021,6,13,21,584
2021,6,13,22,381
2021,6,13,23,188
2021,6,14,0,8
2021,6,14,4,1
2021,6,14,5,451
2021,6,14,6,4058
2021,6,14,7,11698
2021,6,14,8,14490
2021,6,14,9,9547
2021,6,14,10,6662
2021,6,14,11,6267
2021,6,14,12,6719
2021,6,14,13,7101
2021,6,14,14,7711
2021,6,14,15,7735
2021,6,14,16,9553
2021,6,14,17,11897
2021,6,14,18,15298
2021,6,14,19,9411
2021,6,14,20,6108
2021,6,14,21,5215
2021,6,14,22,1325
2021,6,14,23,390
2021,6,15,0,23
2021,6,15,1,2
2021,6,15,2,2
2021,6,15,4,1
2021,6,15,5,449
2021,6,15,6,3722
2021,6,15,7,11003
2021,6,15,8,14154
2021,6,15,9,9834
2021,6,15,10,6670
2021,6,15,11,6798
2021,6,15,12,7336
2021,6,15,13,7355
2021,6,15,14,8023
2021,6,15,15,8090
2021,6,15,16,10029
2021,6,15,17,12598
2021,6,15,18,16071
2021,6,15,19,9778
2021,6,15,20,6281
2021,6,15,21,5466
2021,6,15,22,1372
2021,6,15,23,417
2021,6,16,0,23
2021,6,16,1,1
2021,6,16,2,6
2021,6,16,4,1
2021,6,16,5,431
2021,6,16,6,3398
2021,6,16,7,10082
2021,6,16,8,13093
2021,6,16,9,8815
2021,6,16,10,5867
2021,6,16,11,5530
2021,6,16,12,5529
2021,6,16,13,5576
2021,6,16,14,6306
2021,6,16,15,6749
2021,6,16,16,8637
2021,6,16,17,11134
2021,6,16,18,14416
2021,6,16,19,8343
2021,6,16,20,5091
2021,6,16,21,5064
2021,6,16,22,1298
2021,6,16,23,360
2021,6,17,0,24
2021,6,17,1,1
2021,6,17,2,1
2021,6,17,3,2
2021,6,17,4,1
2021,6,17,5,414
2021,6,17,6,3512
2021,6,17,7,10348
2021,6,17,8,13548
2021,6,17,9,9179
2021,6,17,10,6337
2021,6,17,11,6199
2021,6,17,12,7002
2021,6,17,13,7290
2021,6,17,14,8090
2021,6,17,15,8094
2021,6,17,16,10193
2021,6,17,17,12607
2021,6,17,18,15925
2021,6,17,19,9962
2021,6,17,20,6581
2021,6,17,21,5965
2021,6,17,22,1685
2021,6,17,23,496
2021,6,18,0,34
2021,6,18,1,2
2021,6,18,4,1
2021,6,18,5,438
2021,6,18,6,3588
2021,6,18,7,10352
2021,6,18,8,12979
2021,6,18,9,9022
2021,6,18,10,6749
2021,6,18,11,6768
2021,6,18,12,7459
2021,6,18,13,7477
2021,6,18,14,8851
2021,6,18,15,9259
2021,6,18,16,11334
2021,6,18,17,13603
