name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Istanbul,Turkey",2020-05-13,20.6,14.6,17.6,20.6,14.6,17.6,12.6,72.7,0,0,0,,,0,14.8,32.1,95.6,1018.8,25.5,11.6,97.5,8.3,3,,2020-05-13T05:47:50,2020-05-13T20:13:35,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-14,22.9,13.1,17.5,22.9,13.1,17.5,14,80.7,0,0,0,,,0,20.5,14.1,163.9,1017,36.9,9.1,150.6,13,6,,2020-05-14T05:46:51,2020-05-14T20:14:34,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-15,30.7,17.9,23.2,30.4,17.9,23.2,14.9,61,0,0,0,,,0,13,15.2,227.6,1013.7,10,11.6,166,14.5,6,,2020-05-15T05:45:53,2020-05-15T20:15:33,0.8,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-16,29,19.7,23.9,28.8,19.7,23.9,15.2,59.5,0,0,0,,,0,16.6,21.7,101.4,1017.6,10.2,11.4,166.1,14.2,6,,2020-05-16T05:44:57,2020-05-16T20:16:31,0.85,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-17,28.1,17.1,22,28.8,17.1,22.1,15.5,67.7,0,0,0,,,0,18.4,20.5,130.3,1018.2,16.5,9.1,148.1,12.7,6,,2020-05-17T05:44:02,2020-05-17T20:17:29,0.89,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-18,26.3,17.2,21.1,26.3,17.2,21.1,15.3,70.4,0,0,0,,,0,9.4,26.4,63.3,1019.7,15.8,11.4,152,13,6,,2020-05-18T05:43:09,2020-05-18T20:18:26,0.93,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-19,29.2,16.8,21.7,28.7,16.8,21.6,13.1,59.5,0,0,0,,,0,22.3,27.9,66.6,1017.5,8.3,11.6,164.2,14.1,7,,2020-05-19T05:42:18,2020-05-19T20:19:22,0.96,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-20,26.7,16.3,21.2,27.4,16.3,21.3,15.2,69.2,0,0,0,,,0,11.2,18.9,200.4,1008.8,13.5,11.3,156.9,13.5,6,,2020-05-20T05:41:28,2020-05-20T20:20:18,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-21,20.9,14.7,18.1,20.9,14.7,18.1,14.7,81.1,0.48,100,4.17,rain,,0,24.1,33.5,125.5,1006.8,70.9,9.7,37.9,3.3,1,,2020-05-21T05:40:41,2020-05-21T20:21:13,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-22,15.6,11.4,13.6,15.6,11.4,13.6,9.9,79,14.19,100,12.5,rain,,1.7,27.7,38.9,88,1017.4,67.3,10.6,97,8.2,4,,2020-05-22T05:39:55,2020-05-22T20:22:07,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-23,16,9.8,12.6,16,9.8,12.6,8.5,76.8,4.47,100,4.17,rain,,0,5.4,23.9,144,1022.4,37.9,11.3,107,9.4,4,,2020-05-23T05:39:11,2020-05-23T20:23:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-24,18.7,8.2,14.5,18.7,8.2,14.4,7.6,65.9,0,0,0,,,0,14.8,13.9,148.7,1023.2,4.8,11.5,193,16.8,7,,2020-05-24T05:38:28,2020-05-24T20:23:54,0.02,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-25,18.2,14.1,15.8,18.2,14.1,15.8,10.6,71.6,0.22,100,4.17,rain,,0,13,19.7,199.4,1020.4,57.9,11.6,60.4,4.9,3,,2020-05-25T05:37:48,2020-05-25T20:24:45,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-26,20.5,11.6,15.8,20.5,11.6,15.8,10.5,72.1,0,0,0,,,0,13,26.3,65.4,1018.5,24.9,11.3,172.1,15,6,,2020-05-26T05:37:09,2020-05-26T20:25:36,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-27,15.7,13,14.5,15.7,13,14.5,11,79.6,4.46,100,8.33,rain,,0,27.7,27.1,58.5,1016.4,71,10.8,38.8,3.3,2,,2020-05-27T05:36:33,2020-05-27T20:26:26,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-28,17.1,12.1,14.8,17.1,12.1,14.8,11.2,79.5,6.57,100,16.67,rain,,0.9,9.4,13.3,213.4,1015.9,60,11.5,111.3,9.6,6,,2020-05-28T05:35:58,2020-05-28T20:27:15,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-29,18.8,11.3,15.6,18.8,11.3,15.6,11.9,79.2,0.6,100,8.33,rain,,0,9.4,14.3,212,1015,44.6,11,173,15,7,,2020-05-29T05:35:25,2020-05-29T20:28:03,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-30,22,14.7,18,22,14.7,18,11.9,68.7,0,0,0,,,0,9.4,15.4,225.5,1015,24.8,11.5,199,17.3,7,,2020-05-30T05:34:54,2020-05-30T20:28:49,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-05-31,23.9,15.1,19.4,23.9,15.1,19.4,11.4,61.6,0,0,0,,,0,9.4,12.4,224.3,1013.3,11.2,11.6,199.5,17.1,8,,2020-05-31T05:34:26,2020-05-31T20:29:35,0.33,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-01,19.3,15.3,17.3,19.3,15.3,17.3,12.7,74.6,11.21,100,12.5,rain,,0,14.8,17.4,149.9,1010.9,69.9,10.9,94.4,8.1,5,,2020-06-01T05:33:59,2020-06-01T20:30:19,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-02,20.5,14.8,17.4,20.5,14.8,17.4,11.5,68.9,1.66,100,8.33,rain,,0,18.4,13.7,232.8,1008.1,55.5,11.3,103.1,8.9,5,,2020-06-02T05:33:34,2020-06-02T20:31:03,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-03,18.8,15,16.8,18.8,15,16.8,12.2,74.3,0.36,100,4.17,rain,,0,13,11.3,144.9,1009.2,57.9,11.4,75.5,6.4,3,,2020-06-03T05:33:11,2020-06-03T20:31:44,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-04,24,14.5,19.3,24,14.5,19.3,12.8,67.8,0.05,100,4.17,rain,,0,16.6,18.4,209.2,1011.5,12,11.4,211.2,18.3,7,,2020-06-04T05:32:50,2020-06-04T20:32:25,0.49,Rain,Clear conditions throughout the day with early morning rain.,rain,"F7145,17063099999,17119099999,17061099999,remote,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-05,27.8,17.1,22.4,27.2,17.1,22.3,12.4,55.7,0,0,0,,,0,9.4,13.6,185.4,1013.1,7.6,11.6,209.2,18,7,,2020-06-05T05:32:31,2020-06-05T20:33:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-06,30.7,18.1,23.9,29.7,18.1,23.8,14.4,57.4,0,0,0,,,0,9.4,15.8,124.9,1010.3,15.8,11.6,184.9,16.1,7,,2020-06-06T05:32:14,2020-06-06T20:33:42,0.51,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-07,27.4,18.1,22.6,27.2,18.1,22.5,14.8,64,0,0,0,,,0,14.8,16.7,253.8,1007.6,0.9,11.3,201.1,17.4,7,,2020-06-07T05:31:59,2020-06-07T20:34:18,0.52,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-08,26.5,18.3,22.2,26.5,18.3,22.2,16,68.7,0,0,0,,,0,9.4,15,224.6,1008.8,6.7,11.4,201.8,17.5,7,,2020-06-08T05:31:46,2020-06-08T20:34:53,0.54,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-09,28.5,18.8,24.1,28.5,18.8,24.1,15.4,59.6,0,0,0,,,0,18.4,16.8,166.8,1008.9,4.3,11.3,191.3,16.5,7,,2020-06-09T05:31:35,2020-06-09T20:35:27,0.58,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-10,29.6,20.3,24.6,28.6,20.3,24.5,13.9,52.2,0.09,100,4.17,rain,,0,20.5,23.7,115.4,1007.6,10.2,11.4,197.1,17,7,,2020-06-10T05:31:26,2020-06-10T20:35:58,0.63,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-11,26.6,19.6,22.8,26.6,19.6,22.8,17.8,74.2,0,0,0,,,0,16.6,16,217.8,1006.6,17.5,11.3,196.7,17.1,7,,2020-06-11T05:31:19,2020-06-11T20:36:29,0.67,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-12,26,21,22.8,26,21,22.8,16.5,68.4,0,0,0,,,0,25.9,19.9,236.3,1006.3,46,11.3,202,17.5,7,,2020-06-12T05:31:14,2020-06-12T20:36:57,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-13,24,19.2,21.9,24,19.2,21.9,16.2,70.5,2.62,100,4.17,rain,,0,18.4,15.8,237,1006.2,32.1,11.4,143.2,12.3,6,,2020-06-13T05:31:11,2020-06-13T20:37:24,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-14,24.9,20.3,22,24.9,20.3,22,17.5,76.1,0.9,100,8.33,rain,,0,13,17.4,221.1,1006.3,59.7,11.4,85.1,7.6,3,,2020-06-14T05:31:10,2020-06-14T20:37:49,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-15,26.8,19.8,22.9,27.4,19.8,23,18.6,77.8,7.71,100,16.67,rain,,1,16.6,25.7,181.2,1007.5,69.2,10.9,102.5,8.9,4,,2020-06-15T05:31:11,2020-06-15T20:38:13,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-16,30.1,19.1,24,29.3,19.1,24,18,71.4,0.23,100,4.17,rain,,0,14.8,23.7,144.7,1007.6,33.1,11,207.1,17.8,7,,2020-06-16T05:31:14,2020-06-16T20:38:34,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-17,28.8,20.3,24.2,28.7,20.3,24.3,18.8,73.1,0.35,100,4.17,rain,,0,14.8,22.4,167.2,1006.4,24.3,11,203.5,17.3,7,,2020-06-17T05:31:19,2020-06-17T20:38:54,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-18,24,20.5,22.4,24,20.5,22.4,18.7,79.6,2.01,100,8.33,rain,,0,16.6,15.5,169.8,1008.2,48.2,12.5,93.3,7.9,4,,2020-06-18T05:31:26,2020-06-18T20:39:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-19,23.5,20.6,22,23.5,20.6,22,18.6,81,3.57,100,8.33,rain,,0,13,8.5,219.3,1009.5,58.4,12.9,88.9,7.5,4,,2020-06-19T05:31:35,2020-06-19T20:39:28,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-20,27.1,19.4,23.5,28.7,19.4,23.7,18.3,73.3,4.38,100,12.5,rain,,0.2,38.9,9.8,191.9,1008.8,34.9,13.7,165.6,14.3,7,,2020-06-20T05:31:45,2020-06-20T20:39:43,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-21,26.9,20.8,23.7,28,20.8,23.8,17.6,68.7,0.01,100,4.17,rain,,0,7.6,21.5,77,1006,33.2,13.7,192.1,16.5,7,,2020-06-21T05:31:58,2020-06-21T20:39:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-22,25.9,19.1,22.9,25.9,19.1,22.9,17.8,73.5,0,0,0,,,0,13,19.9,106.1,1006.8,33.4,13.8,164.1,14.1,5,,2020-06-22T05:32:12,2020-06-22T20:40:06,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-23,26.7,19,22.1,26.7,19,22.1,18,77.7,2.29,100,8.33,rain,,0,14.8,18.4,139.7,1008.9,55.2,13.7,91.6,7.7,5,,2020-06-23T05:32:28,2020-06-23T20:40:14,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-24,25.8,20.3,23,25.8,20.3,23,17.8,72.6,0.19,100,4.17,rain,,0,9.4,11.9,273.9,1014.4,50.7,13.7,145.3,12.6,7,,2020-06-24T05:32:46,2020-06-24T20:40:21,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-25,27.1,19.4,23.6,28.3,19.4,23.7,19.1,76.5,0,0,0,,,0,16.6,17.7,118,1017.3,40.9,13.7,181.9,15.7,6,,2020-06-25T05:33:06,2020-06-25T20:40:25,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-26,26.3,21.5,23.7,26.3,21.5,23.7,19.8,78.7,0.72,100,8.33,rain,,0,13,27.4,42.9,1016.2,45.9,13.7,159.6,13.8,6,,2020-06-26T05:33:27,2020-06-26T20:40:28,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-27,27.2,21.1,24.2,28.6,21.1,24.5,19,73.1,0,0,0,,,0,14.8,26.9,65.8,1015.5,16.1,13.8,197.9,16.9,7,,2020-06-27T05:33:50,2020-06-27T20:40:29,0.2,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-28,27.7,21,24.4,28.9,21,24.7,18.8,72,0,0,0,,,0,18.4,23.7,58.8,1013.2,6.5,13.6,217.9,18.8,8,,2020-06-28T05:34:15,2020-06-28T20:40:27,0.26,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-29,28.3,20.8,24.6,29.3,20.8,25,18.4,69.8,0,0,0,,,0,13,18.6,44,1009.7,9.8,12.9,219.1,18.8,8,,2020-06-29T05:34:42,2020-06-29T20:40:24,0.32,Clear,Clear conditions throughout the day.,clear-day,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-06-30,29.8,19,25,30.4,19,25.5,17.9,65.7,0.02,100,4.17,rain,,0,16.6,14.1,131.9,1008.8,1.5,13.5,211.5,18.3,7,,2020-06-30T05:35:10,2020-06-30T20:40:18,0.37,Rain,Clear conditions throughout the day with morning rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-01,30.8,21.6,26.3,34.8,21.6,27.4,19.6,67,0,0,0,,,0,7.6,17.2,90.3,1011.3,9.3,13.6,203,17.5,7,,2020-07-01T05:35:39,2020-07-01T20:40:11,0.42,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-02,29.5,23.4,26.3,32.6,23.4,27.5,21.6,75.8,0,0,0,,,0,14.8,22.4,47,1010.4,21.1,13.4,208.7,17.8,7,,2020-07-02T05:36:10,2020-07-02T20:40:01,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-03,29.2,23.5,26.3,32.1,23.5,27.4,21.5,75.6,0,0,0,,,0,16.6,21,57.3,1008.7,17.3,13.6,203.7,17.6,7,,2020-07-03T05:36:43,2020-07-03T20:39:49,0.48,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-04,29.6,23.5,26.4,33.4,23.5,27.9,21.9,76.7,0,0,0,,,0,13,24.3,44.8,1010.1,29.7,13.7,192.8,16.6,6,,2020-07-04T05:37:17,2020-07-04T20:39:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-05,29.8,23.5,26.5,33.3,23.5,28,22.1,77.3,0,0,0,,,0,14.8,25.3,53.2,1008.8,26.2,13.7,200.3,17.4,7,,2020-07-05T05:37:52,2020-07-05T20:39:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-06,30.1,24.3,26.8,33.5,24.3,28.2,22,75.5,0.04,100,4.17,rain,,0,16.6,25.2,44,1004.5,24.8,13.7,203.2,17.5,7,,2020-07-06T05:38:29,2020-07-06T20:39:02,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-07,30,24.3,26.9,34.2,24.3,28.7,22.8,78.6,0,0,0,,,0,11.2,19.9,51.4,1002.3,52.6,13.6,145.5,12.7,5,,2020-07-07T05:39:07,2020-07-07T20:38:42,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-08,26.7,21.5,23.5,28.4,21.5,23.6,18.2,72.2,0.04,100,4.17,rain,,0,29.5,34.5,134.6,1012.8,58,13.7,101.2,8.6,4,,2020-07-08T05:39:46,2020-07-08T20:38:21,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-09,26.2,20.5,23.5,26.2,20.5,23.5,15.6,61.7,0,0,0,,,0,25.9,30.4,48.4,1016.7,26.7,14.2,158.4,13.6,5,,2020-07-09T05:40:27,2020-07-09T20:37:57,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-10,26.2,20.8,23.7,26.2,20.8,23.7,16.8,65.3,0,0,0,,,0,18.4,31.7,51.4,1016,43.5,13.8,155.4,13.4,6,,2020-07-10T05:41:09,2020-07-10T20:37:31,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-11,27.3,21.5,24.6,28.8,21.5,25,18.8,70.4,0,0,0,,,0,22.3,29.6,49.6,1013.4,38,13.8,176.8,15.4,7,,2020-07-11T05:41:52,2020-07-11T20:37:03,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-12,28.8,21.9,25.1,30.4,21.9,25.7,19.7,72.4,0,0,0,,,0,16.6,24.2,34.2,1010.7,20.6,13.7,191.2,16.5,7,,2020-07-12T05:42:36,2020-07-12T20:36:33,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-13,23.4,20.6,21.8,23.4,20.6,21.8,18.1,79.9,0,0,0,,,0,25.9,22.7,63.5,1012.2,61.3,12.6,42.8,3.6,1,,2020-07-13T05:43:21,2020-07-13T20:36:01,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-14,25.3,20.9,22.8,25.3,20.9,22.8,13.6,56.3,0.03,100,4.17,rain,,0,27.7,26.4,48.3,1013.8,43.7,13.3,144.8,12.5,6,,2020-07-14T05:44:07,2020-07-14T20:35:27,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D8508,F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-15,23.6,19.4,21.4,23.6,19.4,21.4,14,62.8,0,0,0,,,0,20.5,21.2,82.4,1014.1,57.6,13.3,52.4,4.8,2,,2020-07-15T05:44:54,2020-07-15T20:34:51,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-16,25.9,17.5,22.4,25.9,17.5,22.4,14.8,63.4,0,0,0,,,0,18.4,21.5,101.5,1011.7,25.3,13.3,181.3,15.5,7,,2020-07-16T05:45:42,2020-07-16T20:34:13,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-17,26.3,18,22.9,26.3,18,22.9,16.5,67.5,0,0,0,,,0,25.9,22.6,59.4,1010.5,21,13.3,165.6,14.4,7,,2020-07-17T05:46:31,2020-07-17T20:33:34,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-18,27.5,21,24.3,29.1,21,24.7,18.7,71.4,0,0,0,,,0,25.9,23.8,58.6,1009.3,14.7,13.3,175.3,15.1,6,,2020-07-18T05:47:21,2020-07-18T20:32:52,0.98,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-19,27.7,22.6,25.1,29.7,22.6,25.6,20.2,74.9,0,0,0,,,0,20.5,22,40.8,1009.4,36.3,13.3,128.8,11.3,6,,2020-07-19T05:48:11,2020-07-19T20:32:09,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-20,27.9,21.8,25,29.9,21.8,25.5,20,74.4,0,0,0,,,0,18.4,16.2,153.8,1011.8,26.9,13.4,160.5,13.9,6,,2020-07-20T05:49:03,2020-07-20T20:31:23,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-21,27.7,21,24.6,30.1,21,25.1,19.1,72.3,0,0,0,,,0,20.5,25.8,61.6,1015.4,16.9,13.1,162.8,14,7,,2020-07-21T05:49:55,2020-07-21T20:30:36,0,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
"Istanbul,Turkey",2020-07-22,27.9,21.2,24.8,29.2,21.2,25.2,18.8,69.9,0,0,0,,,0,33.5,25.4,57.3,1014.3,10.4,13.3,185.6,16,7,,2020-07-22T05:50:48,2020-07-22T20:29:47,0.02,Clear,Clear conditions throughout the day.,clear-day,"F7145,17063099999,17119099999,17061099999,17064099999,17059099999,17060099999"
