fusedhour,toplam_yolcu,weekDay,datetime,temp,rain,"rain,snow",snow,AVERAGE_SPEED,trafficIndex
15,14482,1,2022-02-22 15:00:00,13.0,1,0,0,"52,472741539",61.56000000000001
16,16740,1,2022-02-22 16:00:00,13.0,1,0,0,"51,873304324",63.18000000000001
17,20449,1,2022-02-22 17:00:00,13.0,1,0,0,"51,504145371",63.18000000000001
19,15119,1,2022-02-22 19:00:00,13.0,1,0,0," 48,80382644",68.03999999999999
20,8119,1,2022-02-22 20:00:00,13.0,1,0,0,"53,679454198",59.94
21,6426,1,2022-02-22 21:00:00,13.0,1,0,0,"55,528529397",56.7
22,4762,1,2022-02-22 22:00:00,13.0,1,0,0,"  55,6325164",56.7
23,2419,1,2022-02-22 23:00:00,13.0,1,0,0,"58,087262893",51.84
0,86,2,2022-02-23 00:00:00,9.0,1,0,0,"59,909804112",50.22
5,552,2,2022-02-23 05:00:00,9.0,1,0,0,"64,486554572",46.8
6,5230,2,2022-02-23 06:00:00,9.0,1,0,0,"57,422840655",53.46
7,19833,2,2022-02-23 07:00:00,9.0,1,0,0,"53,320235159",59.94
9,12236,2,2022-02-23 09:00:00,9.0,1,0,0,"49,366588647",66.42
10,8117,2,2022-02-23 10:00:00,9.0,1,0,0,"52,017120381",61.56000000000001
11,8326,2,2022-02-23 11:00:00,9.0,1,0,0,"52,252414098",61.56000000000001
12,9393,2,2022-02-23 12:00:00,9.0,1,0,0,"52,282842739",61.56000000000001
13,9704,2,2022-02-23 13:00:00,9.0,1,0,0,"50,648485336",64.8
14,10082,2,2022-02-23 14:00:00,9.0,1,0,0,"50,876475517",64.8
15,13714,2,2022-02-23 15:00:00,9.0,1,0,0,"50,692932813",64.8
16,16083,2,2022-02-23 16:00:00,9.0,1,0,0,"50,449285288",64.8
17,20310,2,2022-02-23 17:00:00,9.0,1,0,0,"49,646055015",66.42
19,13991,2,2022-02-23 19:00:00,9.0,1,0,0,"46,740363759",71.28
20,7666,2,2022-02-23 20:00:00,9.0,1,0,0,"50,450477711",64.8
21,5568,2,2022-02-23 21:00:00,9.0,1,0,0,"54,081870025",58.32
22,4565,2,2022-02-23 22:00:00,9.0,1,0,0,"57,308603252",53.46
23,2242,2,2022-02-23 23:00:00,9.0,1,0,0,"59,194729203",50.22
0,72,3,2022-02-24 00:00:00,6.2,1,0,0,"60,580284083",48.6
5,561,3,2022-02-24 05:00:00,6.2,1,0,0,"64,125454524",46.8
6,5259,3,2022-02-24 06:00:00,6.2,1,0,0,"57,567914002",53.46
7,19348,3,2022-02-24 07:00:00,6.2,1,0,0,"54,359721399",58.32
8,22448,3,2022-02-24 08:00:00,6.2,1,0,0,"50,862633946",64.8
9,12430,3,2022-02-24 09:00:00,6.2,1,0,0,"47,853181297",69.66000000000001
10,8317,3,2022-02-24 10:00:00,6.2,1,0,0,"51,141990896",63.18000000000001
11,7973,3,2022-02-24 11:00:00,6.2,1,0,0,"51,368195167",63.18000000000001
12,9376,3,2022-02-24 12:00:00,6.2,1,0,0,"52,311516336",61.56000000000001
13,9041,3,2022-02-24 13:00:00,6.2,1,0,0,"50,579176174",64.8
14,9784,3,2022-02-24 14:00:00,6.2,1,0,0,"50,113620602",64.8
15,13774,3,2022-02-24 15:00:00,6.2,1,0,0," 49,28300753",66.42
16,15463,3,2022-02-24 16:00:00,6.2,1,0,0,"49,315417841",66.42
17,19531,3,2022-02-24 17:00:00,6.2,1,0,0,"47,592049012",69.66000000000001
19,13409,3,2022-02-24 19:00:00,6.2,1,0,0,"44,942930244",74.52
20,7280,3,2022-02-24 20:00:00,6.2,1,0,0,"48,459112036",68.03999999999999
21,4983,3,2022-02-24 21:00:00,6.2,1,0,0,"52,786623271",61.56000000000001
22,4101,3,2022-02-24 22:00:00,6.2,1,0,0,"55,522673142",56.7
23,2274,3,2022-02-24 23:00:00,6.2,1,0,0,"57,043374354",53.46
0,71,4,2022-02-25 00:00:00,6.9,1,0,0,"59,650203104",50.22
5,531,4,2022-02-25 05:00:00,6.9,1,0,0,"63,910579738",48.6
6,4851,4,2022-02-25 06:00:00,6.9,1,0,0,"58,058185369",51.84
7,18293,4,2022-02-25 07:00:00,6.9,1,0,0,"53,773402182",59.94
8,20969,4,2022-02-25 08:00:00,6.9,1,0,0," 50,69209417",64.8
9,11293,4,2022-02-25 09:00:00,6.9,1,0,0,"49,103203452",66.42
10,7697,4,2022-02-25 10:00:00,6.9,1,0,0,"  52,0876833",61.56000000000001
11,7706,4,2022-02-25 11:00:00,6.9,1,0,0,"52,951208508",61.56000000000001
12,9220,4,2022-02-25 12:00:00,6.9,1,0,0,"52,866412214",61.56000000000001
13,9098,4,2022-02-25 13:00:00,6.9,1,0,0,"52,495331764",61.56000000000001
14,10133,4,2022-02-25 14:00:00,6.9,1,0,0,"54,575638873",58.32
15,13657,4,2022-02-25 15:00:00,6.9,1,0,0,"52,261486096",61.56000000000001
16,16075,4,2022-02-25 16:00:00,6.9,1,0,0,"52,127670192",61.56000000000001
17,20061,4,2022-02-25 17:00:00,6.9,1,0,0,"50,719310612",64.8
19,15826,4,2022-02-25 19:00:00,6.9,1,0,0,"48,267913773",68.03999999999999
20,9429,4,2022-02-25 20:00:00,6.9,1,0,0,"51,607851042",63.18000000000001
21,6287,4,2022-02-25 21:00:00,6.9,1,0,0,"54,882797933",58.32
22,5251,4,2022-02-25 22:00:00,6.9,1,0,0,"56,962824245",55.080000000000005
23,3423,4,2022-02-25 23:00:00,6.9,1,0,0,"58,151926377",51.84
0,1083,5,2022-02-26 00:00:00,7.9,0,0,0,"59,706554801",50.22
5,357,5,2022-02-26 05:00:00,7.9,0,0,0,"66,196969418",43.2
6,2577,5,2022-02-26 06:00:00,7.9,0,0,0,"62,090070823",45.36
7,6456,5,2022-02-26 07:00:00,7.9,0,0,0,"  61,0685204",46.980000000000004
8,9121,5,2022-02-26 08:00:00,7.9,0,0,0,"61,106562669",46.980000000000004
9,7419,5,2022-02-26 09:00:00,7.9,0,0,0,"57,629238449",53.46
10,6780,5,2022-02-26 10:00:00,7.9,0,0,0,"56,495158379",55.080000000000005
11,8127,5,2022-02-26 11:00:00,7.9,0,0,0,"55,153154929",56.7
12,11396,5,2022-02-26 12:00:00,7.9,0,0,0,"53,907309287",59.94
13,15043,5,2022-02-26 13:00:00,7.9,0,0,0,"51,473003139",63.18000000000001
14,15730,5,2022-02-26 14:00:00,7.9,0,0,0," 50,92006245",64.8
15,15365,5,2022-02-26 15:00:00,7.9,0,0,0,"50,483376221",64.8
16,15970,5,2022-02-26 16:00:00,7.9,0,0,0," 51,33864742",63.18000000000001
17,17533,5,2022-02-26 17:00:00,7.9,0,0,0,"52,252689525",61.56000000000001
18,17832,5,2022-02-26 18:00:00,7.9,0,0,0,"52,610098047",61.56000000000001
19,15357,5,2022-02-26 19:00:00,7.9,0,0,0,"51,896870668",63.18000000000001
20,10502,5,2022-02-26 20:00:00,7.9,0,0,0,"52,968717794",61.56000000000001
21,7561,5,2022-02-26 21:00:00,7.9,0,0,0,"55,309410144",56.7
22,6553,5,2022-02-26 22:00:00,7.9,0,0,0,"56,743485694",55.080000000000005
23,4224,5,2022-02-26 23:00:00,7.9,0,0,0,"57,977397412",53.46
0,1666,6,2022-02-27 00:00:00,7.4,1,0,0,"59,312153081",50.22
5,180,6,2022-02-27 05:00:00,7.4,1,0,0,"67,271359645",41.4
6,1414,6,2022-02-27 06:00:00,7.4,1,0,0,"65,196794797",45.0
7,2765,6,2022-02-27 07:00:00,7.4,1,0,0,"64,606380141",46.8
8,4023,6,2022-02-27 08:00:00,7.4,1,0,0,"64,343743323",46.8
9,4277,6,2022-02-27 09:00:00,7.4,1,0,0,"62,809492814",45.36
10,4578,6,2022-02-27 10:00:00,7.4,1,0,0,"62,265242841",45.36
11,5892,6,2022-02-27 11:00:00,7.4,1,0,0,"60,897101785",48.6
12,8270,6,2022-02-27 12:00:00,7.4,1,0,0,"59,100714148",50.22
13,10619,6,2022-02-27 13:00:00,7.4,1,0,0,"57,005437562",53.46
14,11304,6,2022-02-27 14:00:00,7.4,1,0,0,"56,375050094",55.080000000000005
15,11076,6,2022-02-27 15:00:00,7.4,1,0,0," 54,14181814",58.32
16,11482,6,2022-02-27 16:00:00,7.4,1,0,0,"54,471865551",58.32
17,12194,6,2022-02-27 17:00:00,7.4,1,0,0,"54,281704504",58.32
18,12205,6,2022-02-27 18:00:00,7.4,1,0,0,"54,322069979",58.32
19,10462,6,2022-02-27 19:00:00,7.4,1,0,0," 55,73730762",56.7
20,7455,6,2022-02-27 20:00:00,7.4,1,0,0,"56,152534937",55.080000000000005
21,5684,6,2022-02-27 21:00:00,7.4,1,0,0,"56,657697656",55.080000000000005
22,5138,6,2022-02-27 22:00:00,7.4,1,0,0,"56,602775561",55.080000000000005
23,2333,6,2022-02-27 23:00:00,7.4,1,0,0,"58,702458307",51.84
0,79,0,2022-02-28 00:00:00,5.7,0,1,0,"61,049587321",46.980000000000004
5,558,0,2022-02-28 05:00:00,5.7,0,1,0,"65,701836652",45.0
6,5691,0,2022-02-28 06:00:00,5.7,0,1,0,"57,675255431",53.46
7,20980,0,2022-02-28 07:00:00,5.7,0,1,0," 53,01645395",59.94
9,12416,0,2022-02-28 09:00:00,5.7,0,1,0,"49,373388817",66.42
10,8170,0,2022-02-28 10:00:00,5.7,0,1,0,"52,595660766",61.56000000000001
11,8386,0,2022-02-28 11:00:00,5.7,0,1,0,"53,885801859",59.94
12,9816,0,2022-02-28 12:00:00,5.7,0,1,0,"53,831038892",59.94
13,9741,0,2022-02-28 13:00:00,5.7,0,1,0,"52,022257789",61.56000000000001
14,10359,0,2022-02-28 14:00:00,5.7,0,1,0,"52,387876546",61.56000000000001
15,14275,0,2022-02-28 15:00:00,5.7,0,1,0,"51,989653754",63.18000000000001
16,16705,0,2022-02-28 16:00:00,5.7,0,1,0,"51,126922726",63.18000000000001
17,20738,0,2022-02-28 17:00:00,5.7,0,1,0,"49,483902962",66.42
19,13946,0,2022-02-28 19:00:00,5.7,0,1,0," 47,31833491",69.66000000000001
20,7625,0,2022-02-28 20:00:00,5.7,0,1,0,"50,779914397",64.8
21,5416,0,2022-02-28 21:00:00,5.7,0,1,0,"55,919150766",56.7
22,4211,0,2022-02-28 22:00:00,5.7,0,1,0,"58,096595741",51.84
23,2103,0,2022-02-28 23:00:00,5.7,0,1,0," 59,91137222",50.22
0,67,1,2022-03-01 00:00:00,3.4,0,1,0,"61,706245958",46.980000000000004
5,593,1,2022-03-01 05:00:00,3.4,0,1,0,"65,871029097",45.0
6,5696,1,2022-03-01 06:00:00,3.4,0,1,0,"58,026648739",51.84
7,21324,1,2022-03-01 07:00:00,3.4,0,1,0,"  54,8569696",58.32
9,12916,1,2022-03-01 09:00:00,3.4,0,1,0,"49,242583944",66.42
10,8813,1,2022-03-01 10:00:00,3.4,0,1,0,"51,482865533",63.18000000000001
11,8802,1,2022-03-01 11:00:00,3.4,0,1,0,"51,018798727",63.18000000000001
12,10269,1,2022-03-01 12:00:00,3.4,0,1,0,"50,991408215",64.8
13,10173,1,2022-03-01 13:00:00,3.4,0,1,0,"50,720882994",64.8
14,10462,1,2022-03-01 14:00:00,3.4,0,1,0,"51,822664662",63.18000000000001
15,14472,1,2022-03-01 15:00:00,3.4,0,1,0,"51,463795273",63.18000000000001
16,17021,1,2022-03-01 16:00:00,3.4,0,1,0,"50,652236488",64.8
17,20956,1,2022-03-01 17:00:00,3.4,0,1,0,"50,460059262",64.8
19,14218,1,2022-03-01 19:00:00,3.4,0,1,0,"48,894043779",68.03999999999999
20,8019,1,2022-03-01 20:00:00,3.4,0,1,0,"52,530133613",61.56000000000001
21,5595,1,2022-03-01 21:00:00,3.4,0,1,0,"56,208567043",55.080000000000005
22,4461,1,2022-03-01 22:00:00,3.4,0,1,0,"59,299721331",50.22
23,2204,1,2022-03-01 23:00:00,3.4,0,1,0,"59,884395709",50.22
0,80,2,2022-03-02 00:00:00,4.0,0,1,0,"61,703803893",46.980000000000004
5,619,2,2022-03-02 05:00:00,4.0,0,1,0,"65,698314703",45.0
6,5430,2,2022-03-02 06:00:00,4.0,0,1,0,"58,468225451",51.84
7,20832,2,2022-03-02 07:00:00,4.0,0,1,0,"55,182988936",56.7
9,12385,2,2022-03-02 09:00:00,4.0,0,1,0,"50,119384006",64.8
10,8472,2,2022-03-02 10:00:00,4.0,0,1,0,"53,527192498",59.94
11,8684,2,2022-03-02 11:00:00,4.0,0,1,0,"52,403779582",61.56000000000001
12,9984,2,2022-03-02 12:00:00,4.0,0,1,0,"56,459553117",55.080000000000005
13,10143,2,2022-03-02 13:00:00,4.0,0,1,0,"52,347691439",61.56000000000001
14,10660,2,2022-03-02 14:00:00,4.0,0,1,0,"51,419973563",63.18000000000001
15,14536,2,2022-03-02 15:00:00,4.0,0,1,0,"53,052396432",59.94
16,17299,2,2022-03-02 16:00:00,4.0,0,1,0,"51,040114675",63.18000000000001
17,21562,2,2022-03-02 17:00:00,4.0,0,1,0,"49,746090757",66.42
19,14900,2,2022-03-02 19:00:00,4.0,0,1,0,"47,065382561",69.66000000000001
20,8534,2,2022-03-02 20:00:00,4.0,0,1,0,"51,167849307",63.18000000000001
21,5957,2,2022-03-02 21:00:00,4.0,0,1,0,"55,109789644",56.7
22,4962,2,2022-03-02 22:00:00,4.0,0,1,0," 56,87949715",55.080000000000005
23,2795,2,2022-03-02 23:00:00,4.0,0,1,0,"58,036463511",51.84
0,101,3,2022-03-03 00:00:00,3.9,0,1,0,"59,336909553",50.22
5,577,3,2022-03-03 05:00:00,3.9,0,1,0,"64,262966671",46.8
6,5466,3,2022-03-03 06:00:00,3.9,0,1,0,"57,355493588",53.46
7,20391,3,2022-03-03 07:00:00,3.9,0,1,0,"53,051881106",59.94
9,13020,3,2022-03-03 09:00:00,3.9,0,1,0,"47,110896605",69.66000000000001
10,8911,3,2022-03-03 10:00:00,3.9,0,1,0,"50,015713402",64.8
11,8611,3,2022-03-03 11:00:00,3.9,0,1,0,"51,364165304",63.18000000000001
12,9783,3,2022-03-03 12:00:00,3.9,0,1,0,"51,102794372",63.18000000000001
13,9559,3,2022-03-03 13:00:00,3.9,0,1,0,"50,997557613",64.8
14,10087,3,2022-03-03 14:00:00,3.9,0,1,0,"51,989373468",63.18000000000001
15,14212,3,2022-03-03 15:00:00,3.9,0,1,0,"51,417364852",63.18000000000001
16,16705,3,2022-03-03 16:00:00,3.9,0,1,0,"49,640304457",66.42
17,20684,3,2022-03-03 17:00:00,3.9,0,1,0,"49,327921651",66.42
19,14589,3,2022-03-03 19:00:00,3.9,0,1,0,"47,565126058",69.66000000000001
20,7744,3,2022-03-03 20:00:00,3.9,0,1,0,"51,629304536",63.18000000000001
21,5523,3,2022-03-03 21:00:00,3.9,0,1,0,"55,041400782",56.7
22,4630,3,2022-03-03 22:00:00,3.9,0,1,0,"57,089557747",53.46
23,2879,3,2022-03-03 23:00:00,3.9,0,1,0," 57,66403298",53.46
0,80,4,2022-03-04 00:00:00,7.0,1,0,0,"59,400467862",50.22
5,580,4,2022-03-04 05:00:00,7.0,1,0,0,"65,463833053",45.0
6,5341,4,2022-03-04 06:00:00,7.0,1,0,0,"58,207077636",51.84
7,19679,4,2022-03-04 07:00:00,7.0,1,0,0," 54,91941398",58.32
9,12342,4,2022-03-04 09:00:00,7.0,1,0,0,"50,558666836",64.8
10,8908,4,2022-03-04 10:00:00,7.0,1,0,0,"53,291956638",59.94
11,8837,4,2022-03-04 11:00:00,7.0,1,0,0,"52,784627084",61.56000000000001
12,11088,4,2022-03-04 12:00:00,7.0,1,0,0,"52,360576261",61.56000000000001
13,11099,4,2022-03-04 13:00:00,7.0,1,0,0,"52,548480414",61.56000000000001
14,11994,4,2022-03-04 14:00:00,7.0,1,0,0,"53,505455844",59.94
15,15753,4,2022-03-04 15:00:00,7.0,1,0,0,"50,771793663",64.8
16,18922,4,2022-03-04 16:00:00,7.0,1,0,0,"49,538321469",66.42
17,22664,4,2022-03-04 17:00:00,7.0,1,0,0,"49,183866985",66.42
19,19211,4,2022-03-04 19:00:00,7.0,1,0,0,"46,810357697",71.28
20,11165,4,2022-03-04 20:00:00,7.0,1,0,0,"50,059650876",64.8
21,7818,4,2022-03-04 21:00:00,7.0,1,0,0,"53,474567121",59.94
22,6747,4,2022-03-04 22:00:00,7.0,1,0,0,"55,740136931",56.7
23,4235,4,2022-03-04 23:00:00,7.0,1,0,0,"57,439496821",53.46
0,1518,5,2022-03-05 00:00:00,6.7,0,0,0," 59,10976883",50.22
5,382,5,2022-03-05 05:00:00,6.7,0,0,0,"67,115772717",41.4
6,2646,5,2022-03-05 06:00:00,6.7,0,0,0," 61,73190351",46.980000000000004
7,6595,5,2022-03-05 07:00:00,6.7,0,0,0,"59,378222488",50.22
8,9119,5,2022-03-05 08:00:00,6.7,0,0,0,"59,012840445",50.22
9,7398,5,2022-03-05 09:00:00,6.7,0,0,0,"58,226571897",51.84
10,7093,5,2022-03-05 10:00:00,6.7,0,0,0,"55,304185045",56.7
11,8498,5,2022-03-05 11:00:00,6.7,0,0,0,"54,153465884",58.32
12,11653,5,2022-03-05 12:00:00,6.7,0,0,0,"52,962964996",61.56000000000001
13,15074,5,2022-03-05 13:00:00,6.7,0,0,0,"50,904201021",64.8
14,16321,5,2022-03-05 14:00:00,6.7,0,0,0,"49,438995837",66.42
15,15569,5,2022-03-05 15:00:00,6.7,0,0,0,"48,824979797",68.03999999999999
16,16301,5,2022-03-05 16:00:00,6.7,0,0,0,"49,571710497",66.42
17,17685,5,2022-03-05 17:00:00,6.7,0,0,0,"50,433292181",64.8
18,18566,5,2022-03-05 18:00:00,6.7,0,0,0,"51,100422536",63.18000000000001
19,15402,5,2022-03-05 19:00:00,6.7,0,0,0,"51,270086333",63.18000000000001
20,10830,5,2022-03-05 20:00:00,6.7,0,0,0,"52,559261888",61.56000000000001
21,8008,5,2022-03-05 21:00:00,6.7,0,0,0,"  53,9959341",59.94
22,6930,5,2022-03-05 22:00:00,6.7,0,0,0,"55,418503925",56.7
23,4637,5,2022-03-05 23:00:00,6.7,0,0,0,"56,233291546",55.080000000000005
0,1757,6,2022-03-06 00:00:00,6.9,1,0,0,"57,670094342",53.46
5,230,6,2022-03-06 05:00:00,6.9,1,0,0,"66,716123699",43.2
6,1387,6,2022-03-06 06:00:00,6.9,1,0,0,"64,661946982",46.8
7,2738,6,2022-03-06 07:00:00,6.9,1,0,0,"63,948529373",48.6
8,4044,6,2022-03-06 08:00:00,6.9,1,0,0,"62,988924915",45.36
9,4634,6,2022-03-06 09:00:00,6.9,1,0,0,"61,714144352",46.980000000000004
10,4932,6,2022-03-06 10:00:00,6.9,1,0,0,"59,757340397",50.22
11,6378,6,2022-03-06 11:00:00,6.9,1,0,0,"58,398339371",51.84
12,8633,6,2022-03-06 12:00:00,6.9,1,0,0,"56,501541434",55.080000000000005
13,11635,6,2022-03-06 13:00:00,6.9,1,0,0,"54,175136359",58.32
14,12228,6,2022-03-06 14:00:00,6.9,1,0,0,"53,219233778",59.94
15,12505,6,2022-03-06 15:00:00,6.9,1,0,0,"52,593770547",61.56000000000001
16,13038,6,2022-03-06 16:00:00,6.9,1,0,0,"52,616672931",61.56000000000001
17,14233,6,2022-03-06 17:00:00,6.9,1,0,0,"53,209507333",59.94
18,13590,6,2022-03-06 18:00:00,6.9,1,0,0," 53,87320736",59.94
19,10841,6,2022-03-06 19:00:00,6.9,1,0,0,"54,622494001",58.32
20,8144,6,2022-03-06 20:00:00,6.9,1,0,0,"  55,0298014",56.7
21,8044,6,2022-03-06 21:00:00,6.9,1,0,0,"54,936170044",58.32
22,6742,6,2022-03-06 22:00:00,6.9,1,0,0," 54,14414219",58.32
23,2727,6,2022-03-06 23:00:00,6.9,1,0,0,"55,675658006",56.7
0,83,0,2022-03-07 00:00:00,5.7,1,0,0,"58,597159242",51.84
5,618,0,2022-03-07 05:00:00,5.7,1,0,0,"63,860123179",48.6
6,5819,0,2022-03-07 06:00:00,5.7,1,0,0,"56,758607735",55.080000000000005
7,21989,0,2022-03-07 07:00:00,5.7,1,0,0,"52,528885898",61.56000000000001
9,13542,0,2022-03-07 09:00:00,5.7,1,0,0,"47,615015512",69.66000000000001
10,9168,0,2022-03-07 10:00:00,5.7,1,0,0,"51,690905494",63.18000000000001
11,9407,0,2022-03-07 11:00:00,5.7,1,0,0,"51,827086533",63.18000000000001
12,10652,0,2022-03-07 12:00:00,5.7,1,0,0,"52,393452638",61.56000000000001
13,10870,0,2022-03-07 13:00:00,5.7,1,0,0,"52,400954714",61.56000000000001
14,10988,0,2022-03-07 14:00:00,5.7,1,0,0,"52,851149784",61.56000000000001
15,15611,0,2022-03-07 15:00:00,5.7,1,0,0,"54,670747164",58.32
16,18032,0,2022-03-07 16:00:00,5.7,1,0,0,"50,598909426",64.8
17,21802,0,2022-03-07 17:00:00,5.7,1,0,0,"49,913757388",66.42
19,14792,0,2022-03-07 19:00:00,5.7,1,0,0,"47,949796267",69.66000000000001
20,8537,0,2022-03-07 20:00:00,5.7,1,0,0,"51,781429681",63.18000000000001
21,6015,0,2022-03-07 21:00:00,5.7,1,0,0,"55,051225852",56.7
22,4909,0,2022-03-07 22:00:00,5.7,1,0,0,"57,044198979",53.46
23,2905,0,2022-03-07 23:00:00,5.7,1,0,0,"58,677670528",51.84
0,142,1,2022-03-08 00:00:00,4.3,1,0,0,"60,237132377",48.6
5,601,1,2022-03-08 05:00:00,4.3,1,0,0,"63,888461338",48.6
6,5571,1,2022-03-08 06:00:00,4.3,1,0,0," 56,56311811",55.080000000000005
7,22114,1,2022-03-08 07:00:00,4.3,1,0,0,"53,127140919",59.94
9,14319,1,2022-03-08 09:00:00,4.3,1,0,0,"47,276302678",69.66000000000001
10,9668,1,2022-03-08 10:00:00,4.3,1,0,0," 50,38637749",64.8
11,10185,1,2022-03-08 11:00:00,4.3,1,0,0,"50,194068118",64.8
12,12035,1,2022-03-08 12:00:00,4.3,1,0,0,"50,232990079",64.8
13,11669,1,2022-03-08 13:00:00,4.3,1,0,0,"49,574818914",66.42
14,12193,1,2022-03-08 14:00:00,4.3,1,0,0,"49,840383072",66.42
15,16147,1,2022-03-08 15:00:00,4.3,1,0,0,"48,563124834",68.03999999999999
16,18685,1,2022-03-08 16:00:00,4.3,1,0,0,"47,920424772",69.66000000000001
17,22402,1,2022-03-08 17:00:00,4.3,1,0,0,"47,635465411",69.66000000000001
19,16225,1,2022-03-08 19:00:00,4.3,1,0,0,"45,979506457",72.9
20,9064,1,2022-03-08 20:00:00,4.3,1,0,0,"49,221917387",66.42
21,6624,1,2022-03-08 21:00:00,4.3,1,0,0,"53,343630097",59.94
22,5212,1,2022-03-08 22:00:00,4.3,1,0,0,"54,830100081",58.32
23,2731,1,2022-03-08 23:00:00,4.3,1,0,0,"56,822070474",55.080000000000005
0,110,2,2022-03-09 00:00:00,3.9,0,1,0,"58,936741068",51.84
5,582,2,2022-03-09 05:00:00,3.9,0,1,0,"65,032627188",45.0
6,5645,2,2022-03-09 06:00:00,3.9,0,1,0,"59,455058777",50.22
7,21689,2,2022-03-09 07:00:00,3.9,0,1,0,"54,303686786",58.32
9,13393,2,2022-03-09 09:00:00,3.9,0,1,0,"51,356045138",63.18000000000001
10,8939,2,2022-03-09 10:00:00,3.9,0,1,0,"53,469470804",59.94
11,9072,2,2022-03-09 11:00:00,3.9,0,1,0,"52,960410516",61.56000000000001
12,10649,2,2022-03-09 12:00:00,3.9,0,1,0,"52,605869699",61.56000000000001
13,10774,2,2022-03-09 13:00:00,3.9,0,1,0,"52,323198397",61.56000000000001
14,11905,2,2022-03-09 14:00:00,3.9,0,1,0," 52,34607761",61.56000000000001
15,16560,2,2022-03-09 15:00:00,3.9,0,1,0,"49,684152406",66.42
16,20461,2,2022-03-09 16:00:00,3.9,0,1,0,"48,399461481",68.03999999999999
19,15617,2,2022-03-09 19:00:00,3.9,0,1,0,"46,432162299",71.28
20,8833,2,2022-03-09 20:00:00,3.9,0,1,0,"50,025769566",64.8
21,6137,2,2022-03-09 21:00:00,3.9,0,1,0,"54,028429774",58.32
22,4937,2,2022-03-09 22:00:00,3.9,0,1,0," 56,68032202",55.080000000000005
23,2439,2,2022-03-09 23:00:00,3.9,0,1,0,"58,452329488",51.84
0,594,3,2022-03-10 00:00:00,1.6,0,0,1,"60,633206754",48.6
5,497,3,2022-03-10 05:00:00,1.6,0,0,1,"62,098495381",45.36
6,4045,3,2022-03-10 06:00:00,1.6,0,0,1,"55,409458678",56.7
7,12591,3,2022-03-10 07:00:00,1.6,0,0,1,"51,707004576",63.18000000000001
8,13685,3,2022-03-10 08:00:00,1.6,0,0,1,"51,624154375",63.18000000000001
9,7611,3,2022-03-10 09:00:00,1.6,0,0,1,"51,591562004",63.18000000000001
10,5746,3,2022-03-10 10:00:00,1.6,0,0,1,"53,187434363",59.94
11,5732,3,2022-03-10 11:00:00,1.6,0,0,1,"52,157630469",61.56000000000001
12,6526,3,2022-03-10 12:00:00,1.6,0,0,1,"52,516936528",61.56000000000001
13,7144,3,2022-03-10 13:00:00,1.6,0,0,1,"51,816944156",63.18000000000001
14,7689,3,2022-03-10 14:00:00,1.6,0,0,1,"52,339983589",61.56000000000001
15,7943,3,2022-03-10 15:00:00,1.6,0,0,1,"52,765170778",61.56000000000001
16,9912,3,2022-03-10 16:00:00,1.6,0,0,1,"52,609597729",61.56000000000001
17,13776,3,2022-03-10 17:00:00,1.6,0,0,1,"53,765377061",59.94
18,13946,3,2022-03-10 18:00:00,1.6,0,0,1,"54,143837355",58.32
19,8776,3,2022-03-10 19:00:00,1.6,0,0,1," 53,22823262",59.94
20,5353,3,2022-03-10 20:00:00,1.6,0,0,1,"51,578482091",63.18000000000001
21,3797,3,2022-03-10 21:00:00,1.6,0,0,1,"53,004840763",59.94
22,3051,3,2022-03-10 22:00:00,1.6,0,0,1," 54,68281372",58.32
23,1518,3,2022-03-10 23:00:00,1.6,0,0,1,"57,205431615",53.46
0,395,4,2022-03-11 00:00:00,-0.5,0,0,1,"58,629693627",51.84
5,406,4,2022-03-11 05:00:00,-0.5,0,0,1,"55,060002674",56.7
6,3440,4,2022-03-11 06:00:00,-0.5,0,0,1," 48,97688291",68.03999999999999
7,10190,4,2022-03-11 07:00:00,-0.5,0,0,1,"44,866609027",74.52
8,12564,4,2022-03-11 08:00:00,-0.5,0,0,1,"43,226439395",76.14
9,8464,4,2022-03-11 09:00:00,-0.5,0,0,1,"44,474015179",74.52
10,5749,4,2022-03-11 10:00:00,-0.5,0,0,1," 50,93763982",64.8
11,5435,4,2022-03-11 11:00:00,-0.5,0,0,1,"55,854091542",56.7
12,6205,4,2022-03-11 12:00:00,-0.5,0,0,1,"55,938906412",56.7
13,6496,4,2022-03-11 13:00:00,-0.5,0,0,1,"55,515028323",56.7
14,8051,4,2022-03-11 14:00:00,-0.5,0,0,1,"55,747770616",56.7
15,8451,4,2022-03-11 15:00:00,-0.5,0,0,1,"54,962920964",58.32
16,10105,4,2022-03-11 16:00:00,-0.5,0,0,1,"55,206396564",56.7
17,11976,4,2022-03-11 17:00:00,-0.5,0,0,1,"55,806893115",56.7
18,13947,4,2022-03-11 18:00:00,-0.5,0,0,1,"55,801102686",56.7
19,10665,4,2022-03-11 19:00:00,-0.5,0,0,1,"54,522916863",58.32
20,6435,4,2022-03-11 20:00:00,-0.5,0,0,1,"53,267670519",59.94
21,4165,4,2022-03-11 21:00:00,-0.5,0,0,1,"53,203321958",59.94
22,3233,4,2022-03-11 22:00:00,-0.5,0,0,1,"54,467163033",58.32
23,1902,4,2022-03-11 23:00:00,-0.5,0,0,1,"54,980768706",58.32
0,769,5,2022-03-12 00:00:00,-1.9,0,0,1,"56,991672137",55.080000000000005
